Train_loss,Train_acc,Valid_loss,Valid_acc
0.7430888756461765,0.162851646709782,0.6035429893001434,0.01040582726326743
0.514641825919566,0.20529284326908717,0.4291214298817419,0.7934443288241414
0.45291025742240576,0.25679974813771317,0.5627041305265119,0.7974765868886575
0.41335957413134367,0.39439766493778133,0.9153508765082206,0.8138657648283038
0.37801556030045386,0.42385141192290443,1.5378523238243595,0.8147762747138396
0.3533432934595191,0.4454971612132076,2.1405241066409695,0.8147762747138397
0.3255467785441357,0.519847762054172,1.5541326711254735,0.807752341311134
0.31246501116648967,0.5624050180359008,1.6029089862300503,0.8137356919875127
0.2991987275040668,0.587874058184457,1.300857909264103,0.8106139438085326
0.2881638037121814,0.6093872062496,1.28874713855405,0.8067117585848073
0.27421120722656667,0.6364797442957456,1.4658408799479086,0.8046305931321539
0.26315996050834656,0.6535882371774347,1.4535108304792834,0.8037200832466179
0.25253567514212233,0.6696540628801942,1.304562439841609,0.8065816857440167
0.24235951142466586,0.6849805767219482,1.0435637581732966,0.8028095733610818
0.2350306655401769,0.6951028259802352,1.1301561305599828,0.8137356919875128
0.22780087169097818,0.7054718682632177,0.9380832083763615,0.8147762747138398
0.21662137190932812,0.7217452669099912,1.0530137708110194,0.8098335067637875
0.2121276547079501,0.7245781840302234,0.985024138804405,0.8077523413111339
0.20520812389643295,0.7335155599667028,0.7245093685004019,0.8159469302809573
0.19705212012581202,0.744329630103946,0.5249010521558023,0.8190686784599375
0.1915280018163764,0.7515501269983564,0.6003744607010195,0.8100936524453692
0.1860663476197616,0.7552338797464303,0.538264200091362,0.8294745057232049
0.17899466111608173,0.7665017822458434,0.5035298235954777,0.8283038501560872
0.17091439405213232,0.7779684531813618,0.5264542456115445,0.8221904266389177
0.16697943826084552,0.7848871955774684,0.5329798957513224,0.8234911550468261
0.1639880503649297,0.7847956820558788,0.44044708003920896,0.8348074921956296
0.1588878072798252,0.7922624383684441,0.369780987981827,0.836888657648283
0.15435642065561336,0.8001835606497186,0.4037099656078123,0.8324661810613944
0.15194343289603357,0.8007459819427546,0.369280758283792,0.8420915712799165
0.14538694992661477,0.811291114383898,0.3430429972227543,0.8376690946930279
0.14146245189982912,0.8172883182856288,0.4337324661112601,0.8388397502601455
0.13864821859675905,0.8205048985080369,0.3966266919047602,0.8316857440166492
0.13566899370888005,0.8236963992230693,0.37465174952822344,0.8305150884495315
0.13185188718464064,0.8292776568269632,0.32978391911714305,0.8346774193548385
0.12914360875020856,0.8325486649164381,0.3907235493102381,0.8377991675338189
0.1258163978872092,0.8372246590254212,0.37482907550950206,0.8244016649323621
0.12124774034904397,0.8438152333995017,0.3732864209000141,0.836888657648283
0.11986530134859293,0.8466929734690837,0.3180673177083654,0.837669094693028
0.11692776518023533,0.8516379052741683,0.32847517644686086,0.8379292403746096
0.11358048935299335,0.8542018846982999,0.3302940248001006,0.8432622268470342
0.11247303443758384,0.8566794198629705,0.37251003242788777,0.8367585848074921
0.10875791865198509,0.863137393011889,0.2638807652458068,0.84417273673257
0.10661979437522266,0.8646744466500189,0.292991463695803,0.8470343392299685
0.10458167357289273,0.8683803440694972,0.26708920762663885,0.8471644120707595
0.1003056632273871,0.8736011504556995,0.30262982480663564,0.8428720083246615
0.09973204893910366,0.8746363471430703,0.33782705400259266,0.8422216441207074
0.0984264501572951,0.8769586028046356,0.33657766732146904,0.8470343392299686
0.09576998761166697,0.8819432882969405,0.30541046985214754,0.8430020811654524
0.09578820554458577,0.8817671981387799,0.2536034163448118,0.8379292403746097
0.09158447002587111,0.8877505282704733,0.25600489168878526,0.8420915712799165
0.0897033302842275,0.8904559134276737,0.2998006933879468,0.8400104058272632
0.08758770444470904,0.8940083989669365,0.23728978609846485,0.8407908428720081
0.08911493883832641,0.8915756867516156,0.2840195864198669,0.840140478668054
0.08381285814811354,0.899344731169024,0.29905900178897765,0.8340270551508843
0.08412625747530357,0.9000176090158141,0.24449399209791614,0.8450832466181059
0.07952276196168817,0.9047088109111846,0.25098432561442735,0.8470343392299686
0.08122299713609012,0.9040895605216518,0.30133844761838835,0.8450832466181059
0.07911624712464602,0.9060476297197478,0.25077205151319504,0.8439125910509884
0.07837476495491422,0.907172472305819,0.25573991142934366,0.843262226847034
0.07566582377514114,0.9106593242406763,0.2693793713565796,0.8411810613943805
0.07461206836868887,0.9139858274102987,0.2571930551240521,0.8407908428720082
0.07472950842069542,0.9130712258009411,0.2321114191605199,0.8513267429760664
0.06989440741422384,0.9191719493714099,0.3126705637381923,0.8309053069719041
0.07101074381043082,0.9177781690892386,0.25462165912763485,0.8366285119667014
0.0685877929887046,0.9219739173123294,0.22189967129980365,0.8450832466181061
0.06845113941184852,0.9222396533691906,0.24639071632296808,0.8355879292403745
0.06769074329539486,0.9228954558067044,0.2821016956961924,0.8335067637877209
0.0669728145165288,0.9234578770997413,0.23099995999326628,0.8471644120707593
0.06584502416460411,0.925547213506648,0.2578515281840678,0.8502861602497397
0.06404245714454547,0.9278814753153611,0.22577304245092936,0.8428720083246617
0.06300737501486488,0.9295932850953018,0.24736398386378441,0.8368886576482828
0.06337179878483648,0.9282437941559399,0.22215596370158658,0.8522372528616021
0.0632033037426679,0.9280922498986133,0.24150156097546702,0.8315556711758585
0.05873534672934076,0.9347863439414312,0.29852385518531643,0.8307752341311133
0.058979283678142924,0.9344411005101282,0.21600227381267975,0.8480749219562954
0.05746290219704742,0.9366566348637168,0.23749713082948037,0.8388397502601455
0.05753503102485252,0.9356611918635677,0.2751969333377577,0.8431321540062432
0.05710127043497303,0.9385250581631135,0.2756399918467768,0.8419614984391256
0.05609579079824945,0.9385717487353523,0.26662632991229335,0.8358480749219561
0.05497135091573,0.9397344773857548,0.2347967026214446,0.8242715920915712
0.05362431990873554,0.942503628524472,0.2070655534381888,0.8449531737773153
0.05295472692536271,0.9436164649633945,0.2143760321121062,0.8254422476586887
0.05203141714243785,0.9431765063712628,0.31822406344356075,0.8390998959417276
