Train_loss,Train_acc,Valid_loss,Valid_acc
1.4152541950863986,0.42803632301455685,1.1246975322564443,0.6145833333333334
1.1133143815333966,0.5621545052515202,0.6381705661614736,0.7629166666666667
0.9577775298560635,0.6280029251888705,0.7444610794385275,0.719375
0.8499437082268507,0.6705995485535287,0.5691296398639679,0.793125
0.7528554498160854,0.708989773355445,0.5108492185672124,0.8225
0.6811900635313236,0.738244541182974,0.5672521109382311,0.8045833333333333
0.6113804214283404,0.7670357702229593,0.5786116560300191,0.80625
0.54136482261702,0.7936475032246176,0.5276668757200241,0.8164583333333333
0.4772288839565976,0.8187419384558688,0.6297428170839946,0.800625
0.4210295903544323,0.8415445918555372,0.6642915631333987,0.7995833333333333
0.36227354487314645,0.865254168969965,0.7123397469520569,0.80125
0.31058792291428416,0.8855059194766907,0.8093923921386401,0.7956249999999999
0.26208352402878143,0.9038516906209693,0.7427875594546397,0.8335416666666667
0.22770658818538458,0.9170668647503225,0.8370648716886838,0.8066666666666666
0.18910589018546256,0.9310853141698913,0.9321293925245603,0.8129166666666666
0.16214420305098565,0.9412140685461582,1.1086706648270288,0.8027083333333334
0.1383599079189711,0.9514666252072969,1.289790115505457,0.8008333333333333
0.12107050074781808,0.9567382992445181,1.459424450993538,0.7804166666666668
0.11126409470108314,0.9620646766169154,1.3896333602877955,0.8166666666666667
0.09856025198115966,0.9663113829003133,1.6647963777184487,0.8127083333333334
0.09138347483820697,0.9703565505804311,1.6166137054562568,0.824375
0.08303076210816909,0.9741915422885572,2.0537215347091355,0.7833333333333333
0.07954937356191165,0.9751877188133408,2.302741684516271,0.7827083333333333
0.07368730306358641,0.9768057858853879,2.084495441118876,0.800625
0.06425364328547772,0.9808365579509858,2.34942897160848,0.8133333333333332
0.06039662060220432,0.9827425373134329,2.4259630461533863,0.8102083333333333
0.05688273225351305,0.984400912106136,2.8155723492304485,0.7893749999999999
0.05577329703032755,0.9856187810945274,3.4421052893002826,0.7879166666666666
0.050802157419668786,0.9871475953565506,2.8350371519724527,0.8175
0.04655032512336774,0.9877694859038143,2.909094035377105,0.8049999999999999
0.04416670181447051,0.9889873548922057,2.974810963780813,0.8333333333333334
0.03722024978888662,0.9912935323383084,3.6242005546887714,0.8066666666666666
0.03419201974741515,0.9927446102819237,3.292871670424938,0.831875
0.032230398811182955,0.9927964344941956,3.495817271868388,0.8410416666666667
0.02529991215221705,0.9939365671641791,3.802217545111974,0.8079166666666667
0.0242979856942538,0.9947657545605307,4.087401549021403,0.8070833333333333
0.02439702267665747,0.9948694029850746,4.102536491552988,0.8216666666666667
0.026510520577214747,0.994143864013267,4.037963545322418,0.8145833333333333
0.019063740153557707,0.9955949419568823,4.168529136975606,0.793125
0.012973759946161761,0.9966055140961857,4.69392040570577,0.7941666666666667
0.01418932595560262,0.9967091625207297,4.344801823298137,0.813125
0.014960201235287494,0.9970201077943616,4.308962496121724,0.8245833333333333
0.010702009337893144,0.9976160862354893,4.889950921634833,0.7983333333333333
0.00664155813285275,0.9983675373134329,5.36816464861234,0.795
0.008106942712634874,0.9982898009950248,4.600759738683701,0.8152083333333333
0.008084724550674079,0.9981602404643449,4.711334996422132,0.8241666666666667
0.003540585670551455,0.9990930762852405,5.0088144222895306,0.8183333333333334
0.0032901799121451522,0.9991449004975125,4.889174397786459,0.8152083333333333
0.0075206758804364175,0.9985489220563848,4.83279383222262,0.8354166666666667
0.00437660357080642,0.9987303067993366,5.1655866007010145,0.81625
0.003910945469192983,0.9990930762852405,5.429089552164077,0.8164583333333333
0.004250290767214582,0.9988598673300166,5.032009008526802,0.8295833333333333
0.0027145078750912743,0.9993262852404643,5.5720285455385845,0.8139583333333333
0.0036193139326631345,0.9991967247097844,5.019343364874415,0.8302083333333333
0.0034960315124090147,0.9991449004975125,5.085385923584302,0.81
0.004396632736181359,0.9991708126036484,5.0640172084172566,0.8266666666666667
0.003168890413181314,0.9993003731343284,5.377314905325572,0.8295833333333333
0.002883178349339522,0.9993003731343284,5.065782148639361,0.8260416666666667
0.002465488808201039,0.9993521973466003,5.784370104471843,0.8060416666666667
0.0024286559018684662,0.9994558457711443,5.619579267501831,0.8264583333333333
0.002457316164603114,0.9995594941956882,5.408601172765096,0.814375
