Train_loss,Train_acc,Valid_loss,Valid_acc
0.7582216239493826,0.21917648502700063,0.6424221992492676,0.030470521541950114
0.5266149860361348,0.16479344090841186,0.47480174402395886,0.4126984126984126
0.4495309530392937,0.34862863119250403,0.8460723161697388,0.8003117913832201
0.4047399791686431,0.41763142729077274,0.6292885690927505,0.8113662131519274
0.3556372240833614,0.5058005698917847,0.8267496228218079,0.8014455782312925
0.3307653353266094,0.5276741691746175,1.3891945878664653,0.804563492063492
0.3092489277539046,0.5589024247081174,1.0806072652339935,0.8020124716553286
0.29080320117266284,0.5941231243730123,0.972132682800293,0.7973356009070294
0.27893876919279925,0.6198837804956139,0.7906417349974314,0.7991780045351474
0.26265492918698685,0.6497030479605557,0.7269478241602579,0.8054138321995464
0.2490524789561396,0.672934409084118,0.6995299359162649,0.8054138321995464
0.23599996741699136,0.6901925786002433,0.6409493386745453,0.8059807256235828
0.2137446242182151,0.7228927877740076,0.4983302801847458,0.820294784580499
0.20320200531379037,0.7331185567010313,0.4443041831254959,0.8238378684807256
0.1858140653890112,0.7503823290858256,0.389086052775383,0.840986394557823
0.17467600793942162,0.7633462999722521,0.3178531477848689,0.8433956916099773
0.16388455311889233,0.7782165802224066,0.329495203991731,0.8286564625850339
0.15753570017607316,0.7885533393097256,0.3314528812964757,0.8331916099773243
0.15338242322854373,0.7930356342447327,0.2549295872449875,0.8377267573696145
0.14104984389699024,0.8110443213592022,0.2836630209799736,0.8410509885535897
0.13562400010616882,0.8184427760346631,0.25076755424661024,0.8419614984391256
0.13036149221917856,0.827950844165547,0.2506239637732506,0.8397502601456814
0.12816937870305517,0.830920097756719,0.2687945272172651,0.8430020811654525
0.12572219899815062,0.8331407013724366,0.24223329956012388,0.8470343392299686
0.12008886573755223,0.841163475699559,0.26248081965792563,0.8419614984391258
0.11847548335790634,0.8444811743612741,0.22390770840068017,0.8522372528616022
0.11645480177324752,0.8480077799833521,0.22931265614686475,0.8513267429760665
0.11247395675467409,0.8520538515720055,0.21103755240478822,0.8532778355879289
0.108654243045527,0.8571156432093241,0.26102345436811447,0.8440426638917793
0.10784625032025835,0.8597951484493405,0.23665171308863547,0.8554890738813734
0.10350454394584117,0.8667656506798148,0.26303416923169165,0.8440426638917792
0.10223320304699567,0.8689515698704411,0.29457536435896353,0.8410509885535897
0.09917495956887369,0.871963778788073,0.2650015729088937,0.8441727367325702
0.09607871540862581,0.8778454568739197,0.2567039303812048,0.8470343392299685
0.09111611365300158,0.8846033168982511,0.23179813077853573,0.8504162330905305
0.09243318861269433,0.8835977353738442,0.2296324008174481,0.8472944849115503
0.08919335960046104,0.8876608823717734,0.21561146577099158,0.8522372528616023
0.08773559701183568,0.8899711318861915,0.22090672094735406,0.8553590010405826
0.08464375387715256,0.8948416255789614,0.20707952255202877,0.860691987513007
0.08388954856149529,0.8947260997630774,0.22964336026099422,0.8493756503642037
0.08457309064333854,0.8945638833749533,0.238455297004792,0.8563995837669092
0.0786398783326149,0.9033662568568421,0.24977509545222407,0.8482049947970861
0.0766073744258155,0.9066119186356731,0.22333281991943235,0.8544484911550467
0.0768398496767749,0.9070361358348787,0.23594687434454117,0.8514568158168574
0.07437913678586483,0.9087233997139843,0.24519093394760164,0.852367325702393
0.07438859936335812,0.909406949691574,0.21071853164222934,0.8450832466181061
0.0722162770026404,0.912860984824228,0.2385495003432997,0.8513267429760664
0.07128951384321502,0.9147950417280302,0.20419563749624836,0.8565296566077001
0.06819046492809834,0.9179833408038227,0.22566262464369496,0.8501560874089488
0.06809801755715972,0.917783238351368,0.22185473624737032,0.8565296566077002
0.06496357763914959,0.9227401763035991,0.2595823278590556,0.84105098855359
0.06718641997355482,0.9192066337965024,0.23174064269950312,0.8493756503642039
0.06467243664614532,0.923031792277645,0.2240615511132825,0.8452133194588967
0.05966798513317886,0.9310217498025645,0.21351116156626132,0.8534079084287195
0.06090900635589724,0.927534897867707,0.24665578394647567,0.8523673257023933
